document_id,category,original_text,stemmed_text,word_count,keyword_percentage
15054,Questions,"How do commercial obfuscators achieve to crash . net Reflector and ILDASM? 
 Some commercial obfuscators  claim they can crash ILDASM (and other similar tools such as Reflector) Any idea on how they achieve that? As stated in numerous threads here, someone with enough motivation/time/skill will always find a way to read your code (aka if it's runnable, it's decompilable), but it seems to me that most casual code readers won't bother decompiling my code if Reflector can't do it for them. This level of protection of my IP (ie, protected against anybody but the hardcore guys who would probably find a way around every single trick I would throw at them anyway) would definitely be enough for me.","how do commercial obfuscator achieve to crash . net reflector and ildasm ? some commercial obfuscator claim they can crash ildasm -LRB- and other similar tool such as reflector -RRB- any idea on how they achieve that ? as state in numerous thread here , someone with enough motivation/time/skill will always find a way to read your code -LRB- aka if it ' runnable , it ' decompilable -RRB- , but it seem to me that most casual code reader wo n't bother decompil my code if reflector ca n't do it for them . this level of protection of my ip -LRB- ie , protect against anybody but the hardcore guy who would probably find a way around every single trick i would throw at them anyway -RRB- would definitely be enough for me .",120,0.6666666666666666
15055,Questions,"Crappy Random Number Generator
 This may sound like an odd question, but where can I find a random number generator that works in C or C++ that is not very good? Context: I'm creating some tree graph plotting software and testing it by using multi-digit random numbers (so each digit becomes a node in the tree). The random number generator I've been using - which is the one that comes with the GNU C++ compiler - gives me a nice spread of values. That's good, but I want to see how the table looks when the numbers clump together and are less homogenous. Can anyone suggest a random number generator that has been proven to be not-so-random? (Oh, any anyone who links to xkcd and/or suggests I just return 4 will get sarcasm in response).","crappy random number generator this may sound like an odd question , but where can i find a random number generator that work in c or c + + that be not very good ? context : i 'm create some tree graph plot software and testing it by use multi-digit random number -LRB- so each digit become a node in the tree -RRB- . the random number generator i 've be use - which be the one that come with the gnu c + + compiler - give me a nice spread of value . that ' good , but i want to see how the table look when the number clump together and be less homogenous . can anyone suggest a random number generator that have be prove to be not-so-random ? -LRB- oh , any anyone who link to xkcd and/or suggest i just return 4 will get sarcasm in response -RRB- .",135,0.3333333333333333
15056,Questions,"Migrate from Mdaemon to postfix
 how can I move Inbox/Sent/Draft from Mdaemon to postfix? is there any automatic way?","migrate from mdaemon to postfix how can i move inbox/sent/draft from mdaemon to postfix ? be there any automatic way ?",19,0.6666666666666666
15057,Questions,"Where can I find the LaTeX3 manual? 
 Few month ago I saw a big pdf-manual of all LaTeX3-packages and the new syntax. I think it was bigger than 300 pages. I can't find it on the web. Does anyone have a link?","where can i find the latex3 manual ? few month ago i saw a big pdf-manual of all latex3-package and the new syntax . i think it be big than 300 page . i ca n't find it on the web . do anyone have a link ?",43,0.3333333333333333
15058,Questions,"Can I stop windows 7 from fading windows on alt-tab? 
 When you hit alt tab on windows 7 and stop for a second on a window, it hides all other windows. Is there any way to tell Windows 7 to use the old classic behavior?","can i stop window 7 from fading window on alt-tab ? when you hit alt tab on window 7 and stop for a second on a window , it hide all other window . be there any way to tell window 7 to use the old classic behavior ?",46,0
15059,Questions,"PHP framework URL conventions
 A lot of frameworks use URL conventions like /controller/action/{id which is great, but if you need any configuration beyond that, it's up to you to write your own routes. How would you handle URLs like /users/{id}/friends on the backend? (to list all of a user's friends) I'm thinking that in the controller, something like this would be appropriate: Then you would have the following map: I wanted to put the Friend class inside the User class but apparently you can't do that in PHP so this is the best I could come up with. Thoughts? What URL would use for editing your list of friends? /users/{id}/friends/edit could work, but it doesn't seem appropriate, since you should never be editing someone else's friend list. Would /account/friends/edit be a better choice? Where would you put the corresponding code for that? In a friend controller, or a user controller, or a specialized account controller? Bonus question: which do you prefer? /photos/delete/{id or /photos/{id}/delete The answers: So, what I've gathered from the answers is that if the thing is complicated (like friends) but doesn't have its own controller, you can give it one without a model, or if it's not, you should stuff it in with whatever it's most closely related to. Your URLs should not influence where you put your code. Most people seem to think you should stick to /controller/action/{id whever possible, because it's what people are familiar with. No one really commented on the extended class aside from saying it's awkward. Perhaps FriendList would have been a more appropriate class in that case if I really wanted to separate it out. Thanks for all the answers : )","php framework url convention a lot of framework use url convention like / controller/action / -LCB- id which be great , but if you need any configuration beyond that , it ' up to you to write your own route . how would you handle url like / user / -LCB- id -RCB- / friend on the backend ? -LRB- to list all of a user 's friend -RRB- i 'm think that in the controller , something like this would be appropriate : then you would have the following map : i want to put the friend class inside the user class but apparently you ca n't do that in php so this be the best i could come up with . thought ? what url would use for editing your list of friend ? / user / -LCB- id -RCB- / friends/edit could work , but it do n't seem appropriate , since you should never be editing someone else 's friend list . would / account/friends/edit be a better choice ? where would you put the corresponding code for that ? in a friend controller , or a user controller , or a specialize account controller ? bonus question : which do you prefer ? / photos/delete / -LCB- id or / photo / -LCB- id -RCB- / delete the answer : so , what i 've gather from the answer be that if the thing be complicate -LRB- like friend -RRB- but do n't have its own controller , you can give it one without a model , or if it ' not , you should stuff it in with whatever it ' most closely relate to . your url should not influence where you put your code . most people seem to think you should stick to / controller/action / -LCB- id whever possible , because it ' what people be familiar with . no one really comment on the extended class aside from say it ' awkward . perhaps friendlist would have be a more appropriate class in that case if i really want to separate it out . thanks for all the answer : -RRB-",281,0.6666666666666666
15060,Questions,"What creates . rds temporary files in R? 
 I'm running a server process in R that is restarted often, and which uses many R packages. Right now, each restart creates a temporary directory that contains a couple of files with the rds extension. I'd really like to know which R package or feature causes these . rds files to be created (so I can disable that). Thanks! The filenames look like this: libloc_%2fusr%2flib%2fR%2flibraryVersion, Priority, Depends, Imports, LinkingTo, Suggests, Enhances, OS_type, License, Archs, Built. rds and the beginning of the content look like this:","what create . rd temporary file in r ? i 'm run a server process in r that be restart often , and which use many r package . right now , each restart create a temporary directory that contain a couple of file with the rd extension . i 'd really like to know which r package or feature cause these . rd file to be create -LRB- so i can disable that -RRB- . thanks ! the filename look like this : libloc % 2fusr % 2flib % 2fr % 2flibraryversion , priority , depend , import , linkingto , suggest , enhance , o type , license , arch , build . rd and the beginning of the content look like this :",94,0.5
15061,Questions,"WPF: multiple controls binding to same property
 Hello I'm trying to change several controls' property according to some environment variables and i want to avoid creating a property for each control in the datacontext, so i thought using a converter which sets the property according to control name. Goal is to use one property for all controls: and . I'm sure there's a better and more elegant way. Any ideas?","wpf : multiple control binding to same property hello i 'm try to change several control ' property accord to some environment variable and i want to avoid create a property for each control in the datacontext , so i think use a converter which set the property accord to control name . goal be to use one property for all control : and . i 'm sure there ' a better and more elegant way . any idea ?",70,1
15062,Questions,"Play framework auto javascript and CSS minifier
 Does anyone know a good play plugin that automatically minifies javascript and css to attach to a production play server? I've found this one, but I guess there are more out there:  The main problem I see here is that the having javascript being generated from the play side, the plugin would have to detect JS code that gets generated on the fly. Mainly because I'm writing values directly into the javascript like:","play framework auto javascript and cs minifier do anyone know a good play plugin that automatically minify javascript and cs to attach to a production play server ? i 've find this one , but i guess there be more out there : the main problem i see here be that the have javascript be generate from the play side , the plugin would have to detect j code that get generate on the fly . mainly because i 'm write value directly into the javascript like :",81,0.5
15063,Questions,"Creating a repetitive node from a hash array with simplexml_load_string, a cycle and variables
 =) I need your kindly help to accomplish a simple task. I've been searching but I can't find what I need. It shouldn't be difficult, probably it's a matter of syntax =) I create a string representing an XML inside the function like this: The contents of the variables are plain strings like this abc, def, ghi in both variables which I obtain from a hash this way: When I save my XML with $sxe-&gt; asXml('xml/myGreatFile. xml'); I got something similar to: That was fine but now for my new requirement I need a result similar to this: How can I create this repetitive node? ? ? I tried to concatenate PHP functions inside the simplexml_load_string string as I did with the variables but seems to be it's not possible: Of course my syntax it's wrong, but I want to create this repetitive node somehow, maybe with a cycle and maybe using my hash array directly instead of passing it to string. Can somebody please help me? ? ? THANKS A LOT =) =) =)","create a repetitive node from a hash array with simplexml load string , a cycle and variable = -RRB- i need your kindly help to accomplish a simple task . i 've be search but i ca n't find what i need . it should n't be difficult , probably it ' a matter of syntax = -RRB- i create a string represent an xml inside the function like this : the content of the variable be plain string like this abc , def , ghi in both variable which i obtain from a hash this way : when i save my xml with $ sxe - &gt; asxml -LRB- ` xml/mygreatfile . xml ' -RRB- ; i get something similar to : that be fine but now for my new requirement i need a result similar to this : how can i create this repetitive node ? ? ? i try to concatenate php function inside the simplexml load string string as i do with the variable but seem to be it ' not possible : of course my syntax it ' wrong , but i want to create this repetitive node somehow , maybe with a cycle and maybe use my hash array directly instead of pass it to string . can somebody please help me ? ? ? thanks a lot = -RRB- = -RRB- = -RRB-",189,0.6
15064,Questions,"Are cancer recovery rates the same as they were in 1920? 
 Related:  Have any “cures” been invented since the 1950's or so? I ran across the movie  Cut Poison Burn , who's abstract is as follows: Cut Poison Burn is a controversial, eye opening, and sometimes heartbreaking documentary that puts the business of cancer treatment under the microscope. Follow the frustrating journeys of critically ill cancer patients as they try to navigate the confusing and dangerous maze of treatment and encounter formidable obstacles in the “cancer industrial complex. ” A compelling critique of the influence of medical monopolies, the power of pharmaceutical companies and government agencies, Cut Poison Burn is essential viewing for anyone and everyone touched by cancer. The movie may advocate (haven't watched the whole thing) some kind of new, pennies-per-session treatment a la  Burzynski , or at least  Dr. Mercola is using it to do so . There are a myriad of claims in the movie, I'm sure (I only watched the first 10min), but I'd like to address one in particular that struck me (  occurs starting at the 7min mark ). It is made by Charles B. Simone, M. MS, M. D. , founder of the  Simone Protective Cancer Center (transcripted by me; may contain small errors): From 1920 to the present time, we have made little or no progress in the treatment of adult cancers. So a person who gets prostate cancer or breast cancer today will live as long as a person who got it in 1920. No big change. With all the radiation therapy that began in the 10's and 20's, combination chemotherapy in the 60's, immunotherapy that began in the 70's, PET scans, MRI scans, you name it, billions and billions and billions of research dollar that we've thrown into this whole area of cancer research and treatment. little or no significant progress in the treatment of adult cancers. Is this the case? Has no treatment since 1920 done anything to increase the chance of [long-term survival of adults who have cancer?","be cancer recovery rate the same as they be in 1920 ? relate : have any `` cure '' be invent since the 1950 's or so ? i run across the movie cut poison burn , who ' abstract be as follow : cut poison burn be a controversial , eye opening , and sometimes heartbreak documentary that put the business of cancer treatment under the microscope . follow the frustrating journey of critically ill cancer patient as they try to navigate the confusing and dangerous maze of treatment and encounter formidable obstacle in the `` cancer industrial complex . '' a compelling critique of the influence of medical monopoly , the power of pharmaceutical company and government agency , cut poison burn be essential view for anyone and everyone touch by cancer . the movie may advocate -LRB- have n't watch the whole thing -RRB- some kind of new , pennies-per-session treatment a la burzynski , or at least dr. mercola be use it to do so . there be a myriad of claim in the movie , i 'm sure -LRB- i only watch the first 10min -RRB- , but i 'd like to address one in particular that strike me -LRB- occur start at the 7min mark -RRB- . it be make by charles b. simone , m. ms , m. d. , founder of the simone protective cancer center -LRB- transcript by me ; may contain small error -RRB- : from 1920 to the present time , we have make little or no progress in the treatment of adult cancer . so a person who get prostate cancer or breast cancer today will live as long as a person who get it in 1920 . no big change . with all the radiation therapy that begin in the 10 's and 20 's , combination chemotherapy in the 60 's , immunotherapy that begin in the 70 's , pet scan , mri scan , you name it , billion and billion and billion of research dollar that we 've throw into this whole area of cancer research and treatment . little or no significant progress in the treatment of adult cancer . be this the case ? have no treatment since 1920 do anything to increase the chance of -LRB- long-term survival of adult who have cancer ?",348,0.3333333333333333
15065,Questions,"Get all +ve number count in LINQ
 I am using the following thing: I am getting 6 as the value, how can I get 4 instead of 6 . Can someone please guid me.","get all + ve number count in linq i be use the following thing : i be get 6 as the value , how can i get 4 instead of 6 . can someone please guid me .",34,0.3333333333333333
15066,Questions,"TabNavigator contents width not equals with TabNavigator itself
 The content(Here is VBox) is not align with Tab, put it in another way, the content is stretch out one pixel(The red border is wider than the Tab), as show in the following pic: enter image description here So how to solve the issue? code snippet:","tabnavigator content width not equal with tabnavigator itself the content -LRB- here be vbox -RRB- be not align with tab , put it in another way , the content be stretch out one pixel -LRB- the red border be wide than the tab -RRB- , as show in the follow pic : enter image description here so how to solve the issue ? code snippet :",54,0
15067,Questions,"IIS File Size Reporting
 How do I configure IIS to report File Size for browser downloads. As it stands now, all downloads off our site report a null file size, and therefor do not show file size progress. We're using version 6.","iis file size report how do i configure iis to report file size for browser download . as it stand now , all download off our site report a null file size , and therefor do not show file size progress . we 're use version 6 .",42,1
15068,Questions,"C Converting set flags in a variable of type flag enumeration to an array of integers
 I came up with this piece of code that converts the set flags in a variable of type Flag Enumeration and returns the set flags as integers. I'd like to know if this is the best approach. Example enumeration: This is how I use it: It will output: As you can see, to get this done I'm doing the following: Converting the variable to string. It outputs something like: Suspended, Canceled Splitting that string into an array of strings: Suspended, Canceled Converting that string to the enumeration value with Enum. Parse. Casting the value to an integer. Converting the IEnumerable to int[]. It works, but I just don't think it's the best approach. Any suggestions to improve this bit of code?","c convert set flag in a variable of type flag enumeration to an array of integer i come up with this piece of code that convert the set flag in a variable of type flag enumeration and return the set flag as integer . i 'd like to know if this be the best approach . example enumeration : this be how i use it : it will output : as you can see , to get this do i 'm do the following : convert the variable to string . it output something like : suspend , cancel splitting that string into an array of string : suspend , cancel convert that string to the enumeration value with enum . parse . cast the value to an integer . convert the ienumerable to int -LRB- -RRB- . it work , but i just do n't think it ' the best approach . any suggestion to improve this bit of code ?",137,0.5
15069,Questions,"Can i use printf in IO monad? 
 The stopLoss function causes the following error: The funtion: Any suggestion is appreciated!","can i use printf in io monad ? the stoplos function cause the follow error : the funtion : any suggestion be appreciate !",21,0
15070,Questions,"Is my understanding of MAKE correct? 
 Taking the GNU make application as an example, when I create a makefile it is likened to a Visual Studio project file in that it contains the list of files and other items needed to compile an application. The makefile contains the path to the compiler as well as the path to all the files that could possibly be used in the compiling operation. The MAKE application reads the makefile and combines the sources into 1 file which the compiler then reads and converts into the relevant assembly/machine code. The include directive is a directive that tells the make file to: @include the contents of this file into this point of the larger file that you're making to feed to the compiler then resume with the current file. The MAKE application also tells the compiler where to emit the result of the compile operation once the compiling is completed. In this regard a Visual Studio . csproj file is technically a XML based makefile for a Microsoft specific MAKE application. Is this understanding of makefiles correct?","be my understanding of make correct ? take the gnu make application as an example , when i create a makefile it be liken to a visual studio project file in that it contain the list of file and other item need to compile an application . the makefile contain the path to the compiler as well as the path to all the file that could possibly be use in the compile operation . the make application read the makefile and combine the source into 1 file which the compiler then read and convert into the relevant assembly/machine code . the include directive be a directive that tell the make file to : @ include the content of this file into this point of the large file that you 're make to fee to the compiler then resume with the current file . the make application also tell the compiler where to emit the result of the compile operation once the compile be complete . in this regard a visual studio . csproj file be technically a xml base makefile for a microsoft specific make application . be this understanding of makefile correct ?",183,0.6666666666666666
15071,Questions,"instead of 
 I've been wondering if I can use &lt; p&gt; &amp; nbsp; &lt; /p&gt; (just space in paragraph) instead of &lt; br /&gt; . Because I love to keep my code semantic and thought if this is right has been bothering me for a while now. I have seen WYSIWSG editors (TinyMCE) use this, but I still rather ask then do it wrong.","instead of i 've be wonder if i can use &lt; p &gt; & nbsp ; &lt; / p &gt; -LRB- just space in paragraph -RRB- instead of &lt; br / &gt; . because i love to keep my code semantic and think if this be right have be bother me for a while now . i have see wysiwsg editor -LRB- tinymce -RRB- use this , but i still rather ask then do it wrong .",65,0.3333333333333333
15072,Questions,"GCC STL bound checking
 How to enable bound checking for operator[ and iterators?","gcc stl bind check how to enable bind check for operator -LRB- and iterator ?",13,0.5
15073,Questions,"SharePoint CAML query - query custom field using freetext predicate
 I have a SharePoint document library with a custom column added. InternalName is my_x0020_new_x0020_column, Title is my new column yes here it is. Type is text. How can I query this specific column using the  freetext predicate ? I cannot use DefaultProperties because I don't want to search content. I have tried this: (Microsoft. Office. Server. Search. Query. InvalidPropertyException), this: (Microsoft. Office. Server. Search. Query. InvalidPropertyException), this: (Microsoft. Office. Server. Search. Query. InvalidPropertyException), and even this: (Your query is malformed. Please rephrase your query). When I specify other columns in the predicate (eg Author , Filename ) the query works fine. Here is my full CAML query:","sharepoint caml query - query custom field use freetext predicate i have a sharepoint document library with a custom column add . internalname be my x0020 new x0020 column , title be my new column yes here it be . type be text . how can i query this specific column use the freetext predicate ? i can not use defaultpropertie because i do n't want to search content . i have try this : -LRB- microsoft . office . server . search . query . invalidpropertyexception -RRB- , this : -LRB- microsoft . office . server . search . query . invalidpropertyexception -RRB- , this : -LRB- microsoft . office . server . search . query . invalidpropertyexception -RRB- , and even this : -LRB- your query be malform . please rephrase your query -RRB- . when i specify other column in the predicate -LRB- eg author , filename -RRB- the query work fine . here be my full caml query :",118,0.6666666666666666
15074,Questions,"MVC4 StyleBundle not resolving images
 My question is similar to this:  ASP. NET MVC 4 Minification &amp; Background Images Except that I want to stick with MVC's own bundling if I can. I'm having a brain crash trying to figure out what the correct pattern is for specifying style bundles such that standalone css and image sets such as jQuery UI work. I have a typical MVC site structure with /Content/css/ which contains my base CSS such as styles. css . Within that css folder I also have subfolders such as /jquery-ui which contains its CSS file plus an /images folder. Image paths in the jQuery UI CSS are relative to that folder and I don't want to mess with them. As I understand it, when I specify a StyleBundle I need to specify a virtual path which does not also match a real content path, because (assuming I'm ignoring routes to Content) IIS would then try to resolve that path as a physical file. So I'm specifying: rendered using: Styles. Render(~/Content/styles/jquery-ui) I can see the request going out to: This is returning the correct minified CSS response. But then the browser sends a request for a relatively linked image as: Which is a 404 . I understand that the last part of my URL jquery-ui is an extensionless URL, a handler for my bundle, so I can see why the relative request for the image is simply /styles/images/ . So my question is what is the correct way of handling this situation?","mvc4 stylebundle not resolve image my question be similar to this : asp . net mvc 4 minification & background image except that i want to stick with mvc 's own bundle if i can . i 'm have a brain crash try to figure out what the correct pattern be for specify style bundle such that standalone cs and image set such as jquery ui work . i have a typical mvc site structure with / content/cs / which contain my base cs such as style . cs . within that cs folder i also have subfolder such as / jquery-ui which contain its cs file plus an / image folder . image path in the jquery ui cs be relative to that folder and i do n't want to mess with them . as i understand it , when i specify a stylebundle i need to specify a virtual path which do not also match a real content path , because -LRB- assume i 'm ignore route to content -RRB- iis would then try to resolve that path as a physical file . so i 'm specify : render use : style . render -LRB- ~ / content/styles/jquery-ui -RRB- i can see the request go out to : this be return the correct minified cs response . but then the browser send a request for a relatively link image as : which be a 404 . i understand that the last part of my url jquery-ui be an extensionless url , a handler for my bundle , so i can see why the relative request for the image be simply / styles/image / . so my question be what be the correct way of handle this situation ?",254,0.6
15075,Questions,"EntityFramework GroupBy Entity Type
 I have a base entity A, and derived entities: AA, AB, AC, AD Of course I get error: LINQ to Entities does not recognize the method 'System. Type GetType()' method, and this method cannot be translated into a store expression. How can i group derived entities by type?","entityframework groupby entity type i have a base entity a , and derive entity : aa , ab , ac , ad of course i get error : linq to entity do not recognize the method ` system . type gettype -LRB- -RRB- ' method , and this method can not be translate into a store expression . how can i group derive entity by type ?",52,0
15076,Questions,"Default parameter specifiers are not permitted in c desktop application
 I got this Default parameter specifiers are not permitted error on Int32 decimals = 2","default parameter specifier be not permit in c desktop application i get this default parameter specifier be not permit error on int32 decimal = 2",25,0
15077,Questions,"Will MonoDroid give me a apk which can be sent by email? 
 I am a software developer in the C world. I have developed a app using Java and Eclips (to look a little beyond the fence). Now I am planing to use Monodroid to develop my apps. On of the major questions to me is : Will monodroid give me a apk which I can forward to friends without going through the web store? RegardsRainer","will monodroid give me a apk which can be send by email ? i be a software developer in the c world . i have develop a app use java and eclip -LRB- to look a little beyond the fence -RRB- . now i be plan to use monodroid to develop my app . on of the major question to me be : will monodroid give me a apk which i can forward to friend without go through the web store ? regardsrainer",77,1
15078,Questions,"how to prevent a user control to get the datacontext, when it's hidden? 
 I have a wpf-mvvm application. I have a base class - baseViewModel. and two other classes, which inherit this base class And another class- as main viewmodel - which bind to main view. Also In XAML file (view) - I have two user controls. But the data context of both of these are same public property - CurrentViewSource - this is of type - baseViewModel. I need to display one user control at a time. and other to hide. As both user controls (UC) uses same data context variable CurrentViewSource, If UC1 is visible (UC2 hidden) - CurrentViewSource will be of type aVM. and UC2 (even though hidden). uses this as datacontext . and is not able to see string b . . Visual Studio shows some binding issues. please help me","how to prevent a user control to get the datacontext , when it ' hide ? i have a wpf-mvvm application . i have a base class - baseviewmodel . and two other class , which inherit this base class and another class - as main viewmodel - which bind to main view . also in xaml file -LRB- view -RRB- - i have two user control . but the data context of both of these be same public property - currentviewsource - this be of type - baseviewmodel . i need to display one user control at a time . and other to hide . as both user control -LRB- uc -RRB- use same data context variable currentviewsource , if uc1 be visible -LRB- uc2 hide -RRB- - currentviewsource will be of type avm . and uc2 -LRB- even though hide -RRB- . us this as datacontext . and be not able to see string b . . visual studio show some binding issue . please help me",146,1
15079,Questions,"Find the length of a curve
 Find the length of the following curve: $r(t) = e^{-t sin(t)+e^{-t}sin(t) i$ for $0 leq tleq 1$. Any ideas?","find the length of a curve find the length of the follow curve : $ r -LRB- t -RRB- = e ^ -LCB- - t sin -LRB- t -RRB- + e ^ -LCB- - t -RCB- sin -LRB- t -RRB- i $ for $ 0 leq tleq 1 $ . any idea ?",25,0
15080,Questions,"How to download a URL from internet by netcat? 
 I can use netcat to transfer files between two computers. Can I use netcat to download a URL from Internet like wget ?","how to download a url from internet by netcat ? i can use netcat to transfer file between two computer . can i use netcat to download a url from internet like wget ?",33,1
15081,Questions,"MMORPG server maintenance
 It seems that most mmorpg games have some regular server maintenance, some every day, some once a week. What is it that they actually have to do, and why is it necessary ? If you start with such a project what can you do to avoid this ?","mmorpg server maintenance it seem that most mmorpg game have some regular server maintenance , some every day , some once a week . what be it that they actually have to do , and why be it necessary ? if you start with such a project what can you do to avoid this ?",51,1
