document_id,category,original_text,stemmed_text,word_count,keyword_percentage
12616,Twitter,"Is playing the1mpounddrop online for the first time! :)","be play the1mpounddrop online for the first time ! : -RRB-",9,1
12617,Twitter,"RockstarGames it sucks hearing about triple xp when I have a ps3.","rockstargame it suck hearing about triple xp when i have a ps3 .",12,1
12618,Twitter,"RT VivaLaLaLand: I hate taking the bus ugh","rt vivalalaland : i hate take the bus ugh",8,1
12619,Twitter,"HeathLedgerBuzz My brothers coming over in the morning. Because we are going to a boot sale.","heathledgerbuzz my brother come over in the morning . because we be go to a boot sale .",16,1
12620,Twitter,"I hate being a dick but I'm so pissed and depressed and idk aahahsjksxkwhs","i hate be a dick but i 'm so pissed and depressed and idk aahahsjksxkwh",14,1
12621,Twitter,"dschindler510 are you gonna make your way over to the Big Apple tomorrow?!","dschindler510 be you gonna make your way over to the big apple tomorrow ? !",13,1
12622,Twitter,"Jus got some sex in the city perfume & lotion sets for mothers day.","ju get some sex in the city perfume & lotion set for mother day .",14,1
12623,Twitter,"autoerotique Turn up The volume please at tomorrowland 2011 !","autoerotique turn up the volume please at tomorrowland 2011 !",10,1
12624,Twitter,"SiconianGirl did you notice the book cover looks exactly like the logo of alnifaq? I mean - alwifaq?","siconiangirl do you notice the book cover look exactly like the logo of alnifaq ? i mean - alwifaq ?",18,1
12625,Twitter,"vinceallenvince Let the countdown begin!","vinceallenvince let the countdown begin !",5,1
12626,Twitter,"Who's going down to the march 2marrow??","who ' go down to the march 2marrow ? ?",7,0.5
12627,Twitter,"I wanna dye my hair. what color should I do?","i wanna dye my hair . what color should i do ?",10,1
12628,Twitter,"Ronnie_blu_hef abi statale 11 dey so wot be ur problem??","ronnie blu hef abi statale 11 dey so wot be ur problem ? ?",10,1
12629,Twitter,"daaanielleeeee Of course you are ;) i don't know what id do without your weirdness everyday ;)","daaanielleeeee of course you be ; -RRB- i do n't know what id do without your weirdness everyday ; -RRB-",17,1
12630,Twitter,"The last one I got was the tow truck. . RT bellaadee incakOlita and I'm the white side ^. ^ respond to my text biznotch :(","the last one i get be the tow truck . . rt bellaadee incakolita and i 'm the white side ^ . ^ respond to my text biznotch : -LRB-",26,1
12631,Twitter,"JazzyZazzy95 bad times zaraaaa. you need to leave you're mark in my leavers book ;D","jazzyzazzy95 bad time zaraaaa . you need to leave you 're mark in my leaver book ; d",15,1
12632,Twitter,"How do I accept compliments? They're queuing up and 2 are marked as STAT!","how do i accept compliment ? they 're queue up and 2 be mark as stat !",14,1
12633,Twitter,"I hate friends who act different when their around somebody else. fuckyoudude","i hate friend who act different when their around somebody else . fuckyoudude",12,1
12634,Twitter,"I loved the movie &lt;3 !","i love the movie &lt; 3 !",6,1
12635,Twitter,"What a amazing XC course! Can't wait to try it tomo!!!","what a amazing xc course ! ca n't wait to try it tomo ! ! !",11,1
12636,Twitter,"Working on my patience. Smh *grinds teeth*","work on my patience . smh * grind teeth *",7,1
12637,Twitter,"SMMykal Dinosaur fighting isn't quite as hard core as ultra running. :) what type of distances have you done?","smmykal dinosaur fighting be n't quite as hard core as ultra running . : -RRB- what type of distance have you do ?",19,1
12638,Twitter,"Only in the journey are we really alive.","only in the journey be we really alive .",8,1
12639,Twitter,"Im feeling Free, between the stars, there is no night and day. . . o/","im feeling free , between the star , there be no night and day ... o /",15,1
12640,Twitter,"If I can be of any help just let me know.","if i can be of any help just let me know .",11,1
12641,Twitter,"Feels good to be getting out of work at 5 on a friday :)","feel good to be get out of work at 5 on a friday : -RRB-",14,1
12642,Twitter,"I'm a king no matter how the cards are dealt","i 'm a king no matter how the card be deal",10,1
12643,Twitter,"Don't believe the things you tell yourself so late at night. You are your own worst enemy.","do n't believe the thing you tell yourself so late at night . you be your own bad enemy .",17,1
12644,Twitter,"BTUB40 annieplayer Hello Brain, my name is Jacques from Amsterdam. . i want to know witch guitar effects Ali used for the song king","btub40 annieplayer hello brain , my name be jacque from amsterdam . . i want to know witch guitar effect ali use for the song king",24,1
12645,Twitter,"So glad the weekend is coming soon","so glad the weekend be come soon",7,1
12646,Twitter,"So bored . . Any suggestions !!? (^_^)","so bored . . any suggestion ! ! ? -LRB- ^ ^ -RRB-",8,1
12647,Twitter,"another reason i love the world.","another reason i love the world .",6,1
12648,Twitter,"i love you","i love you",3,1
12649,Twitter,"Everything hurts. Suggestion - don't wreck your bicycle in a gravel parking lot.","everything hurt . suggestion - do n't wreck your bicycle in a gravel parking lot .",13,1
12650,Twitter,"Fliers for a Stacey Solomon book event at the imanjitkumar and marcuschown quantum physics talk tonight - much fanbase crossover?","flier for a stacey solomon book event at the imanjitkumar and marcuschown quantum physic talk tonight - much fanbase crossover ?",20,1
12651,Twitter,"RT KCSM_BIL: Legggoooo no hw for the weekend n gonna be wit the VPfamm","rt kcsm bil : legggoooo no hw for the weekend n gonna be wit the vpfamm",14,1
12652,Twitter,"Girl the way u move it. . . got me in a trance! Funky girl! Legooooooo","girl the way u move it ... get me in a trance ! funky girl ! legooooooo",16,1
12653,Twitter,"Lol omg! RT KingNyt: Zakes Bantwini dance moves are the future got me & buddies tryin em out cc lujah98 Sizzle_Hot kusteezy lmao","lol omg ! rt kingnyt : zak bantwini dance move be the future get me & buddy tryin em out cc lujah98 sizzle hot kusteezy lmao",23,1
12654,Twitter,"wheres a gun when i need one??","wher a gun when i need one ? ?",7,1
12655,Twitter,"ready for tonight! time to getttttt it crackinnnn (in MrOkeke voice lol)","ready for tonight ! time to getttttt it crackinnnn -LRB- in mrokeke voice lol -RRB-",12,1
12656,Twitter,"cailey one of the best couples ever. suitelifeforever.","cailey one of the best couple ever . suitelifeforever .",8,1
12657,Twitter,"GUNSELECTAH RT cultureremixed: Ay güey, last night was one hell of a gun show! Thanks to toyselectah mexwithguns and FoFMusic!","gunselectah rt cultureremix : ay güey , last night be one hell of a gun show ! thanks to toyselectah mexwithgun and fofmusic !",20,1
12658,Twitter,"VoodooMagpie Oh you are auditioning how cool! Good luck in advance!!","voodoomagpie oh you be audition how cool ! good luck in advance ! !",11,1
12659,Twitter,"LanzaSobreEuEvc d nd love, vc merece (L)","lanzasobreeuevc d nd love , vc merece -LRB- l -RRB-",7,1
12660,Twitter,". . . Max's fave things are chasing the garbage truck and riding on the back of my bicycle. Preferably at the same time. What one does for l. . .","... max 's fave thing be chase the garbage truck and rid on the back of my bicycle . preferably at the same time . what one do for l. . .",31,1
12661,Twitter,"marisamiller Glad to have you on twitter :)","marisamiller glad to have you on twitter : -RRB-",8,1
12662,Twitter,"RT kellyoxford: The kids will be mad at me when they discover it isn't illegal to talk in the car while I'm driving.","rt kellyoxford : the kid will be mad at me when they discover it be n't illegal to talk in the car while i 'm drive .",23,1
12663,Twitter,"TheAwkwardTweet -The moment when your walking down the street and a car full of random White guys shout out your name and wave at you. . O_O","theawkwardtweet - the moment when your walk down the street and a car full of random white guy shout out your name and wave at you . . o o",27,1
12664,Twitter,"Hahaha I have no idea. RT KaitlinNelson Seriously though, how the fuck did Waka Flocka's retarded ass ever get famous?","hahaha i have no idea . rt kaitlinnelson seriously though , how the fuck do waka flocka 's retarded as ever get famous ?",20,1
12665,Twitter,"I love spray paint shopping!","i love spray paint shopping !",5,1
12666,Twitter,"Taking a couple shots of Jesus! hahaha","take a couple shot of jesus ! hahaha",7,1
12667,Twitter,"FF No one. Give all your love to me. That is all.","ff no one . give all your love to me . that be all .",12,1
12668,Twitter,"Woahhhh what's going on in boxtree park bare mandem lol","woahhhh what ' go on in boxtree park bare mandem lol",10,1
12669,Twitter,"You dont ask the white people whats good? RT“ CStewTheDB: kjiceman7 sammylou6 Ajones954 I'm comin to hanover for the night, what's good?”","you dont ask the white people what good ? rt `` cstewthedb : kjiceman7 sammylou6 ajones954 i 'm comin to hanover for the night , what ' good ? ''",22,1
12670,Twitter,"HisBeBe what channel","hisbebe what channel",3,1
12671,Twitter,"JaiBee13: U don't have to wait til the 14th to give me my gift. . . I'll take them now you sound just like a nigga!!!","jaibee13 : u do n't have to wait til the 14th to give me my gift ... i 'll take them now you sound just like a nigga ! ! !",26,1
12672,Twitter,"RT krissybri: Refuse to give up. Your mistakes don't define you. They don't dictate where you're headed, they remind you!","rt krissybri : refuse to give up . your mistake do n't define you . they do n't dictate where you 're head , they remind you !",20,1
12673,Twitter,"Deleting the cookies off my computer so it can be porno free for my niece lol dontjudgeme gotta keep shit pg 13 for her ass.","delete the cookie off my computer so it can be porno free for my niece lol dontjudgeme gotta keep shit pg 13 for her as .",25,1
12674,Twitter,"I would really like to know how hard it is to deliver a bed justsaying","i would really like to know how hard it be to deliver a bed justsay",15,1
12675,Twitter,"watching nuclear nightmare :japan in crisis on discovery channel","watch nuclear nightmare : japan in crisis on discovery channel",9,1
12676,Twitter,"My Safari browser crashes for the 3rd-time today :(","my safari browser crash for the 3rd-time today : -LRB-",9,1
12677,Twitter,"When people give me the finger in traffic, I give them a big thumbs up. They instantly upgrade me to two fingers!","when people give me the finger in traffic , i give them a big thumb up . they instantly upgrade me to two finger !",22,1
12678,Twitter,"Lets all search for our inner cake to find out who we really are.","let all search for our inner cake to find out who we really be .",14,1
12679,Twitter,"cathcing up on my tv!","cathc up on my tv !",5,1
12680,Twitter,"Peelcastle The building is yes. I'll do some pics and send them through.","peelcastle the building be yes . i 'll do some pic and send them through .",13,1
12681,Twitter,"OMG so tired!! Yepp it's a defo shower n bed for me tonight. Hope I don't doze of in there :-/","omg so tired ! ! yepp it ' a defo shower n bed for me tonight . hope i do n't doze of in there : - /",21,1
12682,Twitter,"Yay - booking all my trips to places in England so I can show dicka_j my pretty country :)","yay - book all my trip to place in england so i can show dicka j my pretty country : -RRB-",19,1
12683,Twitter,"Thankssss :) RT hermosa_joya: shoutout to all the college seniors Graduating tomorrow!! Goodluck. .","thanksss : -RRB- rt hermosa joya : shoutout to all the college senior graduate tomorrow ! ! goodluck . .",14,1
12684,Twitter,"brokenxcandy !!! you bitch, take the curse off! I have burises where burises shouldnt be!","brokenxcandy ! ! ! you bitch , take the curse off ! i have buris where buris shouldnt be !",15,1
12685,Twitter,"So my belly is fat 0_0","so my belly be fat 0 0",6,1
12686,Twitter,"RicoPaysos they don't know bro, these niggas still talking lex luger. Shouts to the VA thing, Streetblaze UNDFTD","ricopayso they do n't know bro , these nigga still talk lex luger . shout to the va thing , streetblaze undftd",18,1
12687,Twitter,"Waiting on my nigga bow wow. Cuh need a cut bad too, looking like wolfman and shit","wait on my nigga bow wow . cuh need a cut bad too , look like wolfman and shit",17,1
12688,Twitter,"I may never find a love like you.","i may never find a love like you .",8,1
12689,Twitter,"smescrater I'll have to find a way to outdo myself. Possibly by means of some kind of enormous quiche, or a really cohesive omelette.","smescrater i 'll have to find a way to outdo myself . possibly by mean of some kind of enormous quiche , or a really cohesive omelette .",24,1
12690,Twitter,"RT TheNoteboook: A true relationship is when you can tell each other anything and everything. No secrets and no lies.","rt thenoteboook : a true relationship be when you can tell each other anything and everything . no secret and no lie .",20,1
12691,Twitter,"RT chriscolfer: berry_hearts Pranks on set? I always think all my costumes are pranks. . . but they're not. glee","rt chriscolfer : berry heart prank on set ? i always think all my costume be prank ... but they 're not . glee",20,1
12692,Twitter,"scrapchick Katy Perry has a range of OPI colours and the black shatter for the top coat","scrapchick katy perry have a range of opi color and the black shatter for the top coat",17,1
12693,Twitter,"By the way Churro sings jazz~ ;)","by the way churro sing jazz ~ ; -RRB-",7,1
12694,Twitter,"RT Mr1738: LMAO RT SiberianThunder: All the women in chicago look like hellboy","rt mr1738 : lmao rt siberianthunder : all the woman in chicago look like hellboy",13,1
12695,Twitter,"theRamenNoodle tentblogger : Pictures of my Boss's wife for my wallpaper?","theramennoodle tentblogger : picture of my bos 's wife for my wallpaper ?",11,1
12696,Twitter,"AllTimeHustlers it's a song in working progress, dedicated to me, its called 'that's who i call alex'.","alltimehustler it ' a song in work progress , dedicate to me , its call ` that ' who i call alex ' .",17,1
12697,Twitter,"Standing in the pouring rain =]","stand in the pour rain = -RRB-",6,1
12698,Twitter,"chrissypav did you put a stamp on them ?","chrissypav do you put a stamp on them ?",9,1
12699,Twitter,"mickburkejnr thanks for the ff chief. . . and have a big ff in return!","mickburkejnr thanks for the ff chief ... and have a big ff in return !",15,1
12700,Twitter,"ACovergirl U Want fun videos? --&gt; MegaHust1e & then hit up MegaHustle. com, do ur own pay per view videos .","acovergirl u want fun video ? -- &gt; megahust1e & then hit up megahustle . com , do ur own pay per view video .",21,1
12701,Twitter,"wonder what today brings. . .","wonder what today bring ...",6,1
12702,Twitter,"I guess i saw a movie at a cinema after ages today and Fast 5 was completely off the hook, awesome!! Can't wait for it to get to Berlin now.","i guess i saw a movie at a cinema after age today and fast 5 be completely off the hook , awesome ! ! ca n't wait for it to get to berlin now .",30,1
12703,Twitter,"Lately these days have been so good.","lately these day have be so good .",7,1
12704,Twitter,"ijay120 lol hes so fuckin smarttt though. and he gets alotta money from it :O","ijay120 lol h so fuckin smarttt though . and he get alotta money from it : o",15,1
12705,Twitter,"Why this bitch hostin the Maury show? Lol she look like she give good he. . . . . never mind lol","why this bitch hostin the maury show ? lol she look like she give good he ... never mind lol",22,1
12706,Twitter,"What a great first question","what a great first question",5,1
12707,Twitter,"planetjedward Does anyone speak english in germany?","planetjedward do anyone speak english in germany ?",7,1
12708,Twitter,"Fuck this shit. I want to change my damn background","fuck this shit . i want to change my damn background",10,1
12709,Twitter,"Mychemicaltacoz Awesome! I really wish I was in a soundproofed building right now.","mychemicaltacoz awesome ! i really wish i be in a soundproofed building right now .",13,1
12710,Twitter,"I feel out the loop","i feel out the loop",5,1
12711,Twitter,"Samy_Co thats funny i started to buy actual albums not too long ago as well so much better to have them in your hand!","samy co that funny i start to buy actual album not too long ago as well so much better to have them in your hand !",24,1
12712,Twitter,"SiNGiNGrose4 yes it is. I'm waiting on a job now. *sighs*","singingrose4 yes it be . i 'm wait on a job now . * sigh *",11,1
12713,Twitter,"Thank you for the abundance of FF love today :) I also hit 800 followers!","thank you for the abundance of ff love today : -RRB- i also hit 800 follower !",15,1
12714,Twitter,"I'm not bad because all these guys wanna fuck me. . . I'm bad cause I'm not fuckin wit any of em !","i 'm not bad because all these guy wanna fuck me ... i 'm bad cause i 'm not fuckin wit any of em !",23,1
12715,Twitter,"At the moment i can only think of ONE situation that would unite us all, ALL brothers & sisters; Attack by aliens. . . sad onlyinthemovie","at the moment i can only think of one situation that would unite us all , all brother & sister ; attack by alien ... sad onlyinthemovie",26,1
12716,Twitter,"SoSerius grubuniversity : I wouldn't say nothing good comes out of it; just nothing good comes outta me once I drink it!","soseriu grubuniversity : i would n't say nothing good come out of it ; just nothing good come outta me once i drink it !",22,1
12717,Twitter,"someone want to text me just in :)?","someone want to text me just in : -RRB- ?",8,1
12718,Twitter,"Get off my timeline holy shit dude -_- lol","get off my timeline holy shit dude - - lol",9,1
12719,Twitter,"haha new bed is so low down :D","haha new bed be so low down : d",8,1
12720,Twitter,"NYPrincessKayla wat if a mans chasin a girl in dress pants?","nyprincesskayla wat if a man chasin a girl in dress pant ?",11,1
12721,Twitter,"WePraiseMiley it's ok I'm a girl , my name is a Arabic name :)","wepraisemiley it ' ok i 'm a girl , my name be a arabic name : -RRB-",14,1
12722,Twitter,"RT Biebercrombie: The words EVERY Belieber wants to hear at a concert; Do you want to be Justin's one less lonely girl?","rt biebercrombie : the word every belieber want to hear at a concert ; do you want to be justin 's one less lonely girl ?",22,1
12723,Twitter,"Just turned in my last exam for law school. . . . DONE!!!. . . God is Good!!!","just turn in my last exam for law school ... do ! ! ! ... god be good ! ! !",18,1
12724,Twitter,"Hour and a half at the car dealership. thatschill","hour and a half at the car dealership . thatschill",9,1
12725,Twitter,"hawxBLITZ jonoBLITZ What's going on with this artwork? Trying to get Van Gogh back from the dead to do it or something? I wanna pre-order!","hawxblitz jonoblitz what ' go on with this artwork ? try to get van gogh back from the dead to do it or something ? i wanna pre-order !",25,1
12726,Twitter,"I feel so out of place here. . .","i feel so out of place here ...",9,1
12727,Twitter,"RT JonesysJukebox: i feel like there's lots of radiation in the air today, is anyone else hip to this?","rt jonesysjukebox : i feel like there ' lot of radiation in the air today , be anyone else hip to this ?",19,1
12728,Twitter,"sprinkles dose of sweetness","sprinkle dose of sweetness",4,1
12729,Twitter,"Why does my dad come in the house and awkwardly stare at me in the doorway? wassup","why do my dad come in the house and awkwardly stare at me in the doorway ? wassup",17,1
12730,Twitter,"he aint even gotta try ta put the mack on. . . he jus gotta give me that look. . . then the panties comin off off","he aint even gotta try ta put the mack on ... he ju gotta give me that look ... then the pantie comin off off",27,1
12731,Twitter,"fuseekA Toilet slut, How often do you do that you jason penis platypus.","fuseeka toilet slut , how often do you do that you jason penis platypus .",13,0.6666666666666666
12732,Twitter,"Im at work, like always!! RT Jalisa_d: C_Anyae where u at? Pull up on us. . . we're at my Dad's","im at work , like always ! ! rt jalisa d : c anyae where u at ? pull up on us ... we 're at my dad 's",21,1
12733,Twitter,"Dad just said the weirdest thing about O Grady's dog, Olga.","dad just say the weird thing about o grady 's dog , olga .",11,1
12734,Twitter,"Wheels up! On my way to the crib!","wheel up ! on my way to the crib !",8,1
12735,Twitter,"Listening to Glee's version of 'Friday' chordoverstreet and druidDUDE are killing it! Good job! &lt;3","listen to glee 's version of ` friday ' chordoverstreet and druiddude be kill it ! good job ! &lt; 3",15,1
12736,Twitter,"wossy Blame the parents","wossy blame the parent",4,1
12737,Twitter,"The great dividing line between success and failure can be expressed in five words: I did not have time.","the great divide line between success and failure can be express in five word : i do not have time .",19,1
12738,Twitter,"WhOluvssb if you know anyone wanting 1000's of followers check out talenthouselive","wholuvssb if you know anyone want 1000 's of follower check out talenthouselive",12,1
12739,Twitter,"8 hours left until the Fringe finale! (And 6 hours left of work. . . )","8 hour leave until the fringe finale ! -LRB- and 6 hour leave of work ... -RRB-",16,1
12740,Twitter,"BTRKendallAngel ok","btrkendallangel ok",2,1
12741,Twitter,"A heart doesn't play by rules and love has its own demands.","a heart do n't play by rule and love have its own demand .",12,1
12742,Twitter,"Anyone know someone who can get me a inspection sticker? Hmu 8045439976","anyone know someone who can get me a inspection sticker ? hmu 8045439976",12,1
12743,Twitter,"If i have an infection in my leg i will have to have antibiotics through a drip:(","if i have an infection in my leg i will have to have antibiotic through a drip : -LRB-",17,1
12744,Twitter,"youshouldsee thanks, had the interview today, went pretty well I think (well I hope!)","youshouldsee thanks , have the interview today , go pretty well i think -LRB- well i hope ! -RRB-",14,1
12745,Twitter,"Entire trinity is working on my behalf 24/7 JeremyLelek ABC11","entire trinity be work on my behalf 24/7 jeremylelek abc11",10,1
12746,Twitter,"Varusha you could, in all his music videos. . .","varusha you could , in all his music video ...",10,1
12747,Twitter,"Bout to make an appointment to see the psychiatrist. . . It's bout time.","bout to make an appointment to see the psychiatrist ... it ' bout time .",14,1
12748,Twitter,"Instead of cleaning I'm just laying down and listening to some tunes ;p","instead of clean i 'm just lay down and listen to some tune ; p",13,0
12749,Twitter,"Lightning and thunder! Love it!","lightning and thunder ! love it !",5,1
12750,Twitter,"Scally still can't handle his drink then. . . congrats for throwing up on powellewan oliburgoyne woodstorquay 's floor. How smooth.","scally still ca n't handle his drink then ... congrat for throw up on powellewan oliburgoyne woodstorquay 's floor . how smooth .",21,1
12751,Twitter,"Myy cuzin Courtneyy so fuckkin fat. !","myy cuzin courtneyy so fuckkin fat . !",7,1
12752,Twitter,"Wonder_Woman16 he's my world! Never knew a love like it! He is pretty handsome :)","wonder woman16 he ' my world ! never know a love like it ! he be pretty handsome : -RRB-",15,1
12753,Twitter,"SherlockHMEGRWN but i'll be lying if it didn't make me feel like superman lol thats the thing. 6'7' by Lil Wayne and Gunz has some crazy","sherlockhmegrwn but i 'll be lie if it do n't make me feel like superman lol that the thing . 6 ' 7 ' by lil wayne and gunz have some crazy",26,1
12754,Twitter,"SlickMickDaRula the headphones!!!!! lol","slickmickdarula the headphone ! ! ! ! ! lol",4,1
12755,Twitter,"Where is the love?","where be the love ?",4,1
12756,Twitter,"Had an amazing trip to Chicago this week. Thanks to all who helped make it happen!","have an amazing trip to chicago this week . thanks to all who help make it happen !",16,1
12757,Twitter,"RT Smilearific: Trust is like a mirror , you can fix it if its broken but then again it can be painful to put back together.","rt smilearific : trust be like a mirror , you can fix it if its broken but then again it can be painful to put back together .",26,1
12758,Twitter,"RT DaBoyDame Rejection is one of God's way of protection. . .","rt daboydame rejection be one of god 's way of protection ...",12,1
12759,Twitter,"RT TeamTrueTaurus: When Taurus commits to something or somebody, no one or nothing can detour them.","rt teamtruetauru : when taurus commit to something or somebody , no one or nothing can detour them .",16,1
12760,Twitter,"nathanthewanted oh hell yes! Popular boy! Jay's face on ur ass has done that! ;-) pleaseeee follow? Xxxx","nathanthewanted oh hell yes ! popular boy ! jay 's face on ur as have do that ! ; - -RRB- pleaseeee follow ? xxxx",18,1
12761,Twitter,"theleanover gotcha. He's a poet, not a Skipper. Take it easy on the sap.","theleanover gotcha . he ' a poet , not a skipper . take it easy on the sap .",14,1
12762,Twitter,"RT ConcreteGlow My song just came on Square Biz by Teena Marie!!! RIP Teenaaaaaa!","rt concreteglow my song just come on square biz by teena marie ! ! ! rip teenaaaaaa !",14,1
